ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_005539567	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	2	0	2	0	DEG10290400	62.025	5.71e-30	100	Essential	8655.43	4.5869	0.46	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_F0F1_ATP_synthase_subunit_C_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.616388	Non-Adhesin	NON-ANTIGEN
WP_005539760	223308	RpmH	Ribosomal_protein_L34_[Translation,_ribosomal_structure_and_biogenesis].	84.091	2.46E-13	53.8	COG0230	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200108	77.273	3.57e-11	50.4	Essential	5098.04	13.4595	0.28	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L34_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	-	Unknown	ANTIGEN
WP_005542835	223345	RpmG	Ribosomal_protein_L33_[Translation,_ribosomal_structure_and_biogenesis].	58	1.59E-18	67.7	COG0267	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200334	62.963	6.98e-17	65.9	Essential	6548.78	10.9065	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L33_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.275463	Non-Adhesin	ANTIGEN
WP_005544465	223314	AcpP	Acyl_carrier_protein_[Lipid_transport_and_metabolism,_Secondary_metabolites_biosynthesis,_transport_and_catabolism].	68.421	7.06E-22	77.7	COG0236	I	I	DCCCFC	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10010119	72.222	3.66e-30	100	Essential	8583.54	3.652	0.56	< 8	< 50 kDa	VFG003694(gb|WP_001540780)	40.625	2.23e-10	51.2	Probable Virulence Factor	XP_004945320.1	41.892	7.08e-14	63.5	Gallus gallus	Host Homologue	MULTISPECIES:_acyl_carrier_protein_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.139524	Non-Adhesin	ANTIGEN
WP_005546410	223369	RplT	Ribosomal_protein_L20_[Translation,_ribosomal_structure_and_biogenesis].	82.051	8.43E-53	158	COG0292	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400318	59.292	6.62e-31	105	Essential	13354.8	12.007	0.889	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001264971.1	41.237	1.77e-19	79.3	Gallus gallus	Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L20_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.386456	Non-Adhesin	NON-ANTIGEN
WP_005548786	223171	RplN	Ribosomal_protein_L14_[Translation,_ribosomal_structure_and_biogenesis].	74.797	2.02E-72	208	COG0093	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140231	54.472	2.44e-41	132	Essential	13500.95	10.8644	0.463	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001308528.1	40	4.72e-12	60.5	Gallus gallus	Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L14_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.295491	Non-Adhesin	NON-ANTIGEN
WP_005596065	223368	RpmI	Ribosomal_protein_L35_[Translation,_ribosomal_structure_and_biogenesis].	61.538	3.1E-19	70.3	COG0291	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10560487	78.462	6.74e-31	101	Essential	7438.04	12.4479	0.338	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L35_[Bacteria]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.534625	Non-Adhesin	ANTIGEN
WP_005618523	225242	PenP	Beta-lactamase_class_A__[Defense_mechanisms].	30.69	8.1E-60	191	COG2367	V	V	FCFCBC	Defense_mechanisms	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	33869.41	9.3462	0.184	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_broad-spectrum_class_A_beta-lactamase_ROB-1_[Bacteria]	GCF_036400155.1	Avibacterium	Negative	Periplasmic	Inside the cell	LIPO	0.79671	Adhesin	NON-ANTIGEN
WP_005618527	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7283.43	5.1314	0.828	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_antitoxin_VbhA_family_protein_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.226424	Non-Adhesin	ANTIGEN
WP_005618528	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7734.9	5.0668	0.467	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Pseudomonadota]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.556451	Non-Adhesin	NON-ANTIGEN
WP_005618548	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11873.96	10.5804	0.64	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_plasmid_mobilization_relaxosome_protein_MobC_[Gammaproteobacteria]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.210168	Non-Adhesin	NON-ANTIGEN
WP_005627617	223438	InfA	Translation_initiation_factor_IF-1_[Translation,_ribosomal_structure_and_biogenesis].	69.444	3.92E-38	118	COG0361	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200327	65.714	2.2e-30	101	Essential	8284.7	9.0498	0.268	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_translation_initiation_factor_IF-1_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.333031	Non-Adhesin	ANTIGEN
WP_005826111	227182	CatA	Chloramphenicol_O-acetyltransferase__[Defense_mechanisms].	30.622	3.16E-58	180	COG4845	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24966.51	6.1392	0.596	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_type_A-3_chloramphenicol_O-acetyltransferase_CatIII_[Gammaproteobacteria]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.438332	Non-Adhesin	NON-ANTIGEN
WP_010787307	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	6292.45	6.9685	0.502	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Gammaproteobacteria]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.725778	Adhesin	ANTIGEN
WP_010895875	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10982.49	10.1923	0.302	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Bacteria]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.370063	Non-Adhesin	ANTIGEN
WP_011117302	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7536.45	9.9931	0.318	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_plasmid_repression_protein_F_[Bacteria]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.487878	Non-Adhesin	ANTIGEN
WP_011608297	223305	RpmB	Ribosomal_protein_L28_[Translation,_ribosomal_structure_and_biogenesis].	64.935	1.97E-33	107	COG0227	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550579	67.105	1.11e-33	109	Essential	8998.57	12.2333	0.946	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L28_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.234634	Non-Adhesin	ANTIGEN
WP_012072238	223178	RpsK	Ribosomal_protein_S11_[Translation,_ribosomal_structure_and_biogenesis].	70.543	5.03E-75	216	COG0100	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140216	46.61	9.44e-38	124	Essential	13917.13	11.9198	0.606	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015149271.1	41.071	2.03e-20	82.4	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S11_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.37773	Non-Adhesin	ANTIGEN
WP_013745731	223126	RpsL	Ribosomal_protein_S12_[Translation,_ribosomal_structure_and_biogenesis].	77.236	6.92E-74	212	COG0048	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680124	66.423	9.56e-50	154	Essential	13765.16	11.2804	0.913	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233807.3	52.252	7.2e-30	105	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S12_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.298984	Non-Adhesin	ANTIGEN
WP_013745915	225119	NqrE	Na+-transporting_NADH:ubiquinone_oxidoreductase,_subunit_NqrE__[Energy_production_and_conversion].	86.869	2.03E-109	308	COG2209	C	C	BCFCFC	Energy_production_and_conversion	TM	3	0	4	0	6	0	DEG10670151	40.816	8.25e-48	154	Essential	21249.57	6.4501	0.41	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_NADH:ubiquinone_reductase_(Na(+)-transporting)_subunit_E_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.403459	Non-Adhesin	NON-ANTIGEN
WP_017805010	223289	RpmA	Ribosomal_protein_L27_[Translation,_ribosomal_structure_and_biogenesis].	77.381	5.72E-47	141	COG0211	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400304	70.513	1.29e-30	102	Essential	9093.41	11.2976	0.619	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001232140.1	49.275	2.24e-14	64.7	Gallus gallus	Host Homologue	50S_ribosomal_protein_L27_[Avibacterium_paragallinarum]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.448595	Non-Adhesin	ANTIGEN
WP_017805156	223706	Fdx	Ferredoxin_[Energy_production_and_conversion].	43.396	1.07E-28	97.5	COG0633	C	C	BCFCFC	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10430200	67.901	5.18e-38	122	Essential	12317.78	3.9959	0.934	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001185597.2	35.165	3.97e-10	55.5	Gallus gallus	Host Homologue	MULTISPECIES:_ISC_system_2Fe-2S_type_ferredoxin_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.348944	Non-Adhesin	ANTIGEN
WP_017805227	223169	RplV	Ribosomal_protein_L22_[Translation,_ribosomal_structure_and_biogenesis].	70	3.36E-56	167	COG0091	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680077	51.376	1.56e-29	103	Essential	12238.26	10.8571	0.757	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L22_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.276662	Non-Adhesin	NON-ANTIGEN
WP_017805230	223333	RpmC	Ribosomal_protein_L29_[Translation,_ribosomal_structure_and_biogenesis].	54.839	1.79E-19	70.8	COG0255	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050273	90.476	2.66e-35	112	Essential	7162.3	10.4867	0.681	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L29_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.425665	Non-Adhesin	ANTIGEN
WP_017805231	223264	RpsQ	Ribosomal_protein_S17_[Translation,_ribosomal_structure_and_biogenesis].	57.143	5.8E-34	108	COG0186	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10520133	59.259	4.15e-31	103	Essential	9688.34	10.5859	0.71	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S17_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.238865	Non-Adhesin	NON-ANTIGEN
WP_017805350	227692	HslV	ATP-dependent_protease_HslVU_(ClpYQ),_peptidase_subunit_[Posttranslational_modification,_protein_turnover,_chaperones].	78.035	1.62E-112	314	COG5405	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10310083	59.195	1.13e-73	218	Essential	18964.82	7.1691	0.377	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_ATP-dependent_protease_subunit_HslV_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.336584	Non-Adhesin	NON-ANTIGEN
WP_017805402	223346	RpsT	Ribosomal_protein_S20_[Translation,_ribosomal_structure_and_biogenesis].	64.368	5.65E-25	86.6	COG0268	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10510405	63.218	6.48e-31	103	Essential	9666.43	11.5043	0.972	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S20_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.437711	Non-Adhesin	ANTIGEN
WP_017805451	223738	ANKYR	Ankyrin_repeat_[Signal_transduction_mechanisms].	30.952	4.46E-14	65.6	COG0666	T	T	FCFCAC	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10560267	52.174	1.62e-65	199	Essential	21735.84	4.6789	0.721	< 8	< 50 kDa	VFG041423(gb|WP_158300522)	29.412	2.16e-08	53.1	Probable Virulence Factor	XP_046792362.1	30.46	1.04e-06	50.1	Gallus gallus	Host Homologue	MULTISPECIES:_ankyrin_repeat_domain-containing_protein_[Pasteurellaceae]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.413311	Non-Adhesin	NON-ANTIGEN
WP_017805524	223177	RpsM	Ribosomal_protein_S13_[Translation,_ribosomal_structure_and_biogenesis].	66.387	3.79E-62	182	COG0099	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400555	55.556	4.93e-32	108	Essential	13315.61	11.3075	0.884	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S13_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.392858	Non-Adhesin	ANTIGEN
WP_017805529	223334	RplR	Ribosomal_protein_L18_[Translation,_ribosomal_structure_and_biogenesis].	58.163	6.62E-43	134	COG0256	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10460155	56.701	1.52e-30	104	Essential	12840.79	11.0652	0.751	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L18_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.245962	Non-Adhesin	NON-ANTIGEN
WP_017805627	224492	RlmH	23S_rRNA_pseudoU1915_N3-methylase_RlmH_[Translation,_ribosomal_structure_and_biogenesis].	53.548	1.1E-92	262	COG1576	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10290101	74.359	2.33e-84	244	Essential	17391.16	8.2735	0.237	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_23S_rRNA_(pseudouridine(1915)-N(3))-methyltransferase_RlmH_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.336235	Non-Adhesin	NON-ANTIGEN
WP_017805703	223517	IlvH	Acetolactate_synthase,_small_subunit_[Amino_acid_transport_and_metabolism].	57.407	1.7E-76	222	COG0440	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10100484	43.312	7.56e-39	129	Essential	18307.15	5.8453	0.551	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_acetolactate_synthase_small_subunit_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.334595	Non-Adhesin	NON-ANTIGEN
WP_017805737	223262	RpsO	Ribosomal_protein_S15P/S13E_[Translation,_ribosomal_structure_and_biogenesis].	57.303	1.94E-40	125	COG0184	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10640249	55.056	1.27e-30	102	Essential	10151.79	11.378	0.896	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233592.3	38.961	1.01e-10	57	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S15_[Avibacterium]	GCF_036400155.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.23683	Non-Adhesin	NON-ANTIGEN
WP_017805792	224098	PotC	ABC-type_spermidine/putrescine_transport_system,_permease_component_II_[Amino_acid_transport_and_metabolism].	44.094	1.1E-82	245	COG1177	E	E	DCFCFC	Amino_acid_transport_and_metabolism	TM	4	0	3	0	6	0	DEG10580113	34.94	3.35e-50	164	Essential	28319.98	9.94	0.214	> 8	< 50 kDa	VFG030623(gb|WP_011894705)	26.144	4.44e-12	64.3	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	spermidine/putrescine_ABC_transporter_permease_PotC_[Avibacterium_paragallinarum]	GCF_036400155.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.361607	Non-Adhesin	ANTIGEN
