ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_001617865	225242	PenP	Beta-lactamase_class_A__[Defense_mechanisms].	35.57	3.06e-48	161	COG2367	V	V	FCFCBC	Defense_mechanisms	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	30979.38	9.3403	0.241	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_class_A_extended-spectrum_beta-lactamase_CTX-M-14_[Gammaproteobacteria]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	SP	0.623753	Non-Adhesin	ANTIGEN
WP_005539416	223263	RpsS	Ribosomal_protein_S19_[Translation,_ribosomal_structure_and_biogenesis].	71.429	3.85e-55	163	COG0185	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680076	57.471	7.18e-35	113	Essential	10259.14	11.0087	0.731	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S19_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.228275	Non-Adhesin	ANTIGEN
WP_005539567	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	2	0	2	0	DEG10290400	62.025	5.71e-30	100	Essential	8655.43	4.5869	0.46	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_F0F1_ATP_synthase_subunit_C_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.629396	Non-Adhesin	NON-ANTIGEN
WP_005539760	223308	RpmH	Ribosomal_protein_L34_[Translation,_ribosomal_structure_and_biogenesis].	84.091	2.46e-13	53.8	COG0230	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200108	77.273	3.57e-11	50.4	Essential	5098.04	13.4595	0.28	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L34_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
WP_005542835	223345	RpmG	Ribosomal_protein_L33_[Translation,_ribosomal_structure_and_biogenesis].	58	1.59e-18	67.7	COG0267	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200334	62.963	6.98e-17	65.9	Essential	6548.78	10.9065	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L33_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.431202	Non-Adhesin	NON-ANTIGEN
WP_005544465	223314	AcpP	Acyl_carrier_protein_[Lipid_transport_and_metabolism,_Secondary_metabolites_biosynthesis,_transport_and_catabolism].	68.421	7.06e-22	77.7	COG0236	I	I	DCCCFC	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10010119	72.222	3.66e-30	100	Essential	8583.54	3.652	0.56	< 8	< 50 kDa	VFG011430(gb|NP_540392)	64.706	4.99e-26	88.6	Probable Virulence Factor	XP_004945320.1	41.892	5.08e-14	63.5	Gallus gallus	Host Homologue	MULTISPECIES:_acyl_carrier_protein_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.28634	Non-Adhesin	NON-ANTIGEN
WP_005544470	223410	RpmF	Ribosomal_protein_L32_[Translation,_ribosomal_structure_and_biogenesis].	54.386	2.9e-13	54.6	COG0333	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060297	54.167	2.41e-11	52	Essential	6392.21	11.555	0.92	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L32_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.268094	Non-Adhesin	NON-ANTIGEN
WP_005546410	223369	RplT	Ribosomal_protein_L20_[Translation,_ribosomal_structure_and_biogenesis].	82.051	8.43e-53	158	COG0292	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400318	59.292	6.62e-31	105	Essential	13354.8	12.007	0.889	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001264971.1	41.237	1.27e-19	79.3	Gallus gallus	Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L20_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.386456	Non-Adhesin	NON-ANTIGEN
WP_005548786	223171	RplN	Ribosomal_protein_L14_[Translation,_ribosomal_structure_and_biogenesis].	74.797	2.02e-72	208	COG0093	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140231	54.472	2.44e-41	132	Essential	13500.95	10.8644	0.463	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001308528.1	40	3.39e-12	60.5	Gallus gallus	Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L14_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.295491	Non-Adhesin	NON-ANTIGEN
WP_005596065	223368	RpmI	Ribosomal_protein_L35_[Translation,_ribosomal_structure_and_biogenesis].	61.538	3.1e-19	70.3	COG0291	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10560487	78.462	6.74e-31	101	Essential	7438.04	12.4479	0.338	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L35_[Bacteria]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.534625	Non-Adhesin	NON-ANTIGEN
WP_005627617	223438	InfA	Translation_initiation_factor_IF-1_[Translation,_ribosomal_structure_and_biogenesis].	69.444	3.92e-38	118	COG0361	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200327	65.714	2.2e-30	101	Essential	8284.7	9.0498	0.268	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_translation_initiation_factor_IF-1_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.333031	Non-Adhesin	NON-ANTIGEN
WP_005826111	227182	CatA	Chloramphenicol_O-acetyltransferase__[Defense_mechanisms].	30.622	3.16e-58	180	COG4845	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	24966.51	6.1392	0.596	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_type_A-3_chloramphenicol_O-acetyltransferase_CatIII_[Gammaproteobacteria]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.438332	Non-Adhesin	NON-ANTIGEN
WP_011608297	223305	RpmB	Ribosomal_protein_L28_[Translation,_ribosomal_structure_and_biogenesis].	64.935	1.97e-33	107	COG0227	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550579	67.105	1.11e-33	109	Essential	8998.57	12.2333	0.946	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L28_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.234634	Non-Adhesin	NON-ANTIGEN
WP_012072238	223178	RpsK	Ribosomal_protein_S11_[Translation,_ribosomal_structure_and_biogenesis].	70.543	5.03e-75	216	COG0100	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140216	46.61	9.44e-38	124	Essential	13917.13	11.9198	0.606	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015149271.1	41.071	1.46e-20	82.4	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S11_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.37773	Non-Adhesin	NON-ANTIGEN
WP_013745731	223126	RpsL	Ribosomal_protein_S12_[Translation,_ribosomal_structure_and_biogenesis].	77.236	6.92e-74	212	COG0048	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680124	66.423	9.56e-50	154	Essential	13765.16	11.2804	0.913	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233807.2	52.252	4.23e-29	105	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S12_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.298984	Non-Adhesin	ANTIGEN
WP_013745915	225119	NqrE	Na+-transporting_NADH:ubiquinone_oxidoreductase,_subunit_NqrE__[Energy_production_and_conversion].	86.869	2.03e-109	308	COG2209	C	C	BCFCFC	Energy_production_and_conversion	TM	3	0	4	0	6	0	DEG10670151	40.816	8.25e-48	154	Essential	21249.57	6.4501	0.41	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_NADH:ubiquinone_reductase_(Na(+)-transporting)_subunit_E_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.403459	Non-Adhesin	NON-ANTIGEN
WP_014839979	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	19342.12	8.6746	0.096	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_FidL-like_protein_[Gammaproteobacteria]	GCF_015354785.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.593584	Non-Adhesin	NON-ANTIGEN
WP_014839980	223423	GloA	Catechol_2,3-dioxygenase_or_other_lactoylglutathione_lyase_family_enzyme_[Secondary_metabolites_biosynthesis,_transport_and_catabolism].	27.941	1.22e-13	60.9	COG0346	Q	Q	BCCCFC	Secondary_metabolites_biosynthesis,_transport_and_catabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	15401.36	5.1402	0.654	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_fosfomycin_resistance_glutathione_transferase_FosA3_[Bacteria]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.482689	Non-Adhesin	NON-ANTIGEN
WP_017805179	223227	TpiA	Triosephosphate_isomerase_[Carbohydrate_transport_and_metabolism].	58.75	2.15e-115	328	COG0149	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060350	34.4	1.41e-39	137	Essential	26420.2	5.1202	0.517	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_990782.1	48.193	9.72e-61	192	Gallus gallus	Host Homologue	MULTISPECIES:_triose-phosphate_isomerase_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.601032	Non-Adhesin	NON-ANTIGEN
WP_017805227	223169	RplV	Ribosomal_protein_L22_[Translation,_ribosomal_structure_and_biogenesis].	70	3.36e-56	167	COG0091	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680077	51.376	1.56e-29	103	Essential	12238.26	10.8571	0.757	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L22_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.276662	Non-Adhesin	NON-ANTIGEN
WP_017805230	223333	RpmC	Ribosomal_protein_L29_[Translation,_ribosomal_structure_and_biogenesis].	54.839	1.79e-19	70.8	COG0255	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050273	90.476	2.66e-35	112	Essential	7162.3	10.4867	0.681	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L29_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.425665	Non-Adhesin	NON-ANTIGEN
WP_017805231	223264	RpsQ	Ribosomal_protein_S17_[Translation,_ribosomal_structure_and_biogenesis].	57.143	5.8e-34	108	COG0186	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10520133	59.259	4.15e-31	103	Essential	9688.34	10.5859	0.71	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S17_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.238865	Non-Adhesin	NON-ANTIGEN
WP_017805350	227692	HslV	ATP-dependent_protease_HslVU_(ClpYQ),_peptidase_subunit_[Posttranslational_modification,_protein_turnover,_chaperones].	78.035	1.62e-112	314	COG5405	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10310083	59.195	1.13e-73	218	Essential	18964.82	7.1691	0.377	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_ATP-dependent_protease_subunit_HslV_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.336584	Non-Adhesin	NON-ANTIGEN
WP_017805402	223346	RpsT	Ribosomal_protein_S20_[Translation,_ribosomal_structure_and_biogenesis].	64.368	5.65e-25	86.6	COG0268	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10510405	63.218	6.48e-31	103	Essential	9666.43	11.5043	0.972	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S20_[Pasteurellaceae]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.437711	Non-Adhesin	ANTIGEN
WP_017805529	223334	RplR	Ribosomal_protein_L18_[Translation,_ribosomal_structure_and_biogenesis].	58.163	6.62e-43	134	COG0256	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10460155	56.701	1.52e-30	104	Essential	12840.79	11.0652	0.751	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L18_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.245962	Non-Adhesin	NON-ANTIGEN
WP_017805600	224317	YceD	Uncharacterized_metal-binding_protein_YceD,_DUF177_family_[Function_unknown].	41.573	1.51e-50	157	COG1399	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10290262	40.805	1.54e-44	144	Essential	19561.55	4.3163	0.886	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	23S_rRNA_accumulation_protein_YceD_[Avibacterium_paragallinarum]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.418832	Non-Adhesin	NON-ANTIGEN
WP_017805703	223517	IlvH	Acetolactate_synthase,_small_subunit_[Amino_acid_transport_and_metabolism].	57.407	1.7e-76	222	COG0440	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10100484	43.312	7.56e-39	129	Essential	18307.15	5.8453	0.551	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_acetolactate_synthase_small_subunit_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.334595	Non-Adhesin	NON-ANTIGEN
WP_017805737	223262	RpsO	Ribosomal_protein_S15P/S13E_[Translation,_ribosomal_structure_and_biogenesis].	57.303	1.94e-40	125	COG0184	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10640249	55.056	1.27e-30	102	Essential	10151.79	11.378	0.896	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233592.2	38.961	7.5e-11	57	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S15_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.23683	Non-Adhesin	NON-ANTIGEN
WP_017806339	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10550649	60	1.27e-29	100	Essential	9692.01	4.0667	0.979	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_YfhL_family_4Fe-4S_dicluster_ferredoxin_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.371523	Non-Adhesin	NON-ANTIGEN
WP_017806408	224523	YciA	Acyl-CoA_hydrolase_[Lipid_transport_and_metabolism].	50.704	3.05e-69	203	COG1607	I	I	DCCCFC	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10310118	42.857	6.25e-34	115	Essential	16465.03	6.9063	0.279	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015146677.1	27.586	2.08e-09	55.8	Gallus gallus	Host Homologue	MULTISPECIES:_acyl-CoA_thioester_hydrolase_YciA_[Avibacterium]	GCF_015354785.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.465463	Non-Adhesin	ANTIGEN
