ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_005539567	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	2	0	2	0	DEG10290400	62.025	5.71e-30	100	Essential	8655.43	4.5869	0.46	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_F0F1_ATP_synthase_subunit_C_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.39068	Non-Adhesin	NON-ANTIGEN
WP_005539760	223308	RpmH	Ribosomal_protein_L34_[Translation,_ribosomal_structure_and_biogenesis].	84.091	2.46e-13	53.8	COG0230	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200108	77.273	3.57e-11	50.4	Essential	5098.04	13.4595	0.28	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L34_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
WP_005542835	223345	RpmG	Ribosomal_protein_L33_[Translation,_ribosomal_structure_and_biogenesis].	58	1.59e-18	67.7	COG0267	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200334	62.963	6.98e-17	65.9	Essential	6548.78	10.9065	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L33_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.379297	Non-Adhesin	NON-ANTIGEN
WP_005544470	223410	RpmF	Ribosomal_protein_L32_[Translation,_ribosomal_structure_and_biogenesis].	54.386	2.9e-13	54.6	COG0333	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060297	54.167	2.41e-11	52	Essential	6392.21	11.555	0.92	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L32_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.512684	Non-Adhesin	NON-ANTIGEN
WP_005546410	223369	RplT	Ribosomal_protein_L20_[Translation,_ribosomal_structure_and_biogenesis].	82.051	8.43e-53	158	COG0292	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400318	59.292	6.62e-31	105	Essential	13354.8	12.007	0.889	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001264971.1	41.237	1.27e-19	79.3	Gallus gallus	Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L20_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.59342	Non-Adhesin	NON-ANTIGEN
WP_005548767	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10010059	59.459	2.87e-11	50.4	Essential	4279.22	11.4122	0.674	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L36_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
WP_005596065	223368	RpmI	Ribosomal_protein_L35_[Translation,_ribosomal_structure_and_biogenesis].	61.538	3.1e-19	70.3	COG0291	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10560487	78.462	6.74e-31	101	Essential	7438.04	12.4479	0.338	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L35_[Bacteria]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.290124	Non-Adhesin	NON-ANTIGEN
WP_005627617	223438	InfA	Translation_initiation_factor_IF-1_[Translation,_ribosomal_structure_and_biogenesis].	69.444	3.92e-38	118	COG0361	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200327	65.714	2.2e-30	101	Essential	8284.7	9.0498	0.268	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_translation_initiation_factor_IF-1_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.349908	Non-Adhesin	NON-ANTIGEN
WP_006250222	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10420306	99.751	0	832	Essential	46041.52	10.4452	0.417	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_IS4-like_element_ISVsa5_family_transposase_[Bacteria]	GCF_025884555.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.341499	Non-Adhesin	NON-ANTIGEN
WP_011608297	223305	RpmB	Ribosomal_protein_L28_[Translation,_ribosomal_structure_and_biogenesis].	64.935	1.97e-33	107	COG0227	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550579	67.105	1.11e-33	109	Essential	8998.57	12.2333	0.946	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L28_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.454471	Non-Adhesin	NON-ANTIGEN
WP_011609791	223127	RpsG	Ribosomal_protein_S7_[Translation,_ribosomal_structure_and_biogenesis].	62.838	3.81e-83	238	COG0049	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10340484	52.866	1.03e-53	166	Essential	17686.49	10.9761	0.502	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015150892.1	33.974	5.78e-27	102	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S7_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.237692	Non-Adhesin	NON-ANTIGEN
WP_012072238	223178	RpsK	Ribosomal_protein_S11_[Translation,_ribosomal_structure_and_biogenesis].	70.543	5.03e-75	216	COG0100	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140216	46.61	9.44e-38	124	Essential	13917.13	11.9198	0.606	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015149271.1	41.071	1.46e-20	82.4	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S11_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.457073	Non-Adhesin	NON-ANTIGEN
WP_013745731	223126	RpsL	Ribosomal_protein_S12_[Translation,_ribosomal_structure_and_biogenesis].	77.236	6.92e-74	212	COG0048	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680124	66.423	9.56e-50	154	Essential	13765.16	11.2804	0.913	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233807.2	52.252	4.23e-29	105	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S12_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.412034	Non-Adhesin	ANTIGEN
WP_013745915	225119	NqrE	Na+-transporting_NADH:ubiquinone_oxidoreductase,_subunit_NqrE__[Energy_production_and_conversion].	86.869	2.03e-109	308	COG2209	C	C	BCFCFC	Energy_production_and_conversion	TM	3	0	4	0	6	0	DEG10670151	40.816	8.25e-48	154	Essential	21249.57	6.4501	0.41	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_NADH:ubiquinone_reductase_(Na(+)-transporting)_subunit_E_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.320168	Non-Adhesin	NON-ANTIGEN
WP_013747034	223819	HugZ	Putative_heme_iron_utilization_protein__[Inorganic_ion_transport_and_metabolism].	41.615	9.37e-51	160	COG0748	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19723.53	6.3834	0.601	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	heme_utilization_protein_HutZ_[Gallibacterium_anatis]	GCF_025884555.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.341281	Non-Adhesin	NON-ANTIGEN
WP_017805006	225660	YbbN	Negative_regulator_of_GroEL,_contains_thioredoxin-like_and_TPR-like_domains__[Posttranslational_modification,_protein_turnover,_chaperones].	45.192	1.77e-34	117	COG3118	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10220004	49.462	3.78e-29	100	Essential	11674.46	4.3557	0.659	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015131335.1	34.286	6.31e-08	50.1	Gallus gallus	Host Homologue	thioredoxin_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.430974	Non-Adhesin	NON-ANTIGEN
WP_017805010	223289	RpmA	Ribosomal_protein_L27_[Translation,_ribosomal_structure_and_biogenesis].	77.381	5.72e-47	141	COG0211	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400304	70.513	1.29e-30	102	Essential	9093.41	11.2976	0.619	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001232140.1	49.275	1.61e-14	64.7	Gallus gallus	Host Homologue	50S_ribosomal_protein_L27_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.658381	Non-Adhesin	ANTIGEN
WP_017805014	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	22900.54	6.0236	0.395	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.524383	Non-Adhesin	NON-ANTIGEN
WP_017805037	225977	GrcA	Autonomous_glycyl_radical_cofactor_GrcA_[Coenzyme_transport_and_metabolism].	87.402	3.53e-93	261	COG3445	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050082	83.607	9.18e-29	108	Essential	14316.21	4.765	0.699	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	autonomous_glycyl_radical_cofactor_GrcA_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.391122	Non-Adhesin	NON-ANTIGEN
WP_017805042	223283	PfkA	6-phosphofructokinase_[Carbohydrate_transport_and_metabolism].	57.941	1.18e-162	454	COG0205	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680176	37.459	3.93e-69	218	Essential	35110.2	6.8134	0.464	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001026682.1	35.294	3.49e-23	100	Gallus gallus	Host Homologue	6-phosphofructokinase_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.220944	Non-Adhesin	NON-ANTIGEN
WP_017805053	223205	RdgB	Inosine/xanthosine_triphosphate_pyrophosphatase,_all-alpha_NTP-PPase_family_[Nucleotide_transport_and_metabolism].	54.545	6.04e-91	261	COG0127	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10220090	40.816	3.49e-34	119	Essential	21608.64	5.0029	0.593	< 8	< 50 kDa	VFG013265(gb|NP_438428)	80.203	4.02e-113	318	Probable Virulence Factor	NP_001258859.1	30.256	7.96e-14	68.2	Gallus gallus	Host Homologue	RdgB/HAM1_family_non-canonical_purine_NTP_pyrophosphatase_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.529318	Non-Adhesin	NON-ANTIGEN
WP_017805060	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	14600.96	5.431	0.892	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.221552	Non-Adhesin	NON-ANTIGEN
WP_017805098	225656	CcmD	Heme_exporter_protein_D_[Intracellular_trafficking,_secretion,_and_vesicular_transport].	44.444	8.56e-22	76.7	COG3114	U	U	ACFCAC	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	7488.71	9.5067	0.133	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	heme_exporter_protein_CcmD_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.405672	Non-Adhesin	NON-ANTIGEN
WP_017805099	225211	CcmE	Cytochrome_c-type_biogenesis_protein_CcmE_[Energy_production_and_conversion,_Posttranslational_modification,_protein_turnover,_chaperones].	53.614	1.74e-77	225	COG2332	CO	C	BCFCFC	Energy_production_and_conversion	TM	1	0	1	0	1	0	DEG10290058	56.129	3.5e-55	171	Essential	19138.08	7.2043	0.368	< 8	< 50 kDa	VFG010878(gb|YP_094895)	51.429	6.58e-35	117	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cytochrome_c_maturation_protein_CcmE_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.389023	Non-Adhesin	NON-ANTIGEN
WP_017805150	224870	IscR	DNA-binding_transcriptional_regulator,_IscR_family_[Transcription].	43.182	2e-56	170	COG1959	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10430206	51.639	1.39e-42	137	Essential	17096.62	7.8826	0.285	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	Fe-S_cluster_assembly_transcriptional_regulator_IscR_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.460474	Non-Adhesin	NON-ANTIGEN
WP_017805165	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10550494	31.855	7.04e-35	124	Essential	28777.75	8.3629	0.401	> 8	< 50 kDa	VFG001936(gb|NP_282283)	34.661	9.14e-46	157	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	glycosyltransferase_family_2_protein_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.595758	Non-Adhesin	NON-ANTIGEN
WP_017805167	223306	RpsP	Ribosomal_protein_S16_[Translation,_ribosomal_structure_and_biogenesis].	63.415	5.65e-39	121	COG0228	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10130449	69.014	3.97e-32	106	Essential	9190.7	11.32	0.704	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001264957.1	39.474	6.85e-14	62	Gallus gallus	Host Homologue	30S_ribosomal_protein_S16_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.567052	Non-Adhesin	NON-ANTIGEN
WP_017805170	223412	RplS	Ribosomal_protein_L19_[Translation,_ribosomal_structure_and_biogenesis].	68.75	3.77e-61	180	COG0335	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680320	46.364	7.33e-29	100	Essential	13170.32	11.4554	0.691	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L19_[Pasteurellaceae]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.710589	Adhesin	NON-ANTIGEN
WP_017805174	225742	PnuC	Nicotinamide_riboside_transporter_PnuC_[Coenzyme_transport_and_metabolism].	38.14	8.98e-50	159	COG3201	H	H	DCDCFC	Coenzyme_transport_and_metabolism	TM	5	0	4	0	8	0	DEG10580265	32.558	5.55e-26	101	Essential	25585.13	8.5779	0.281	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	nicotinamide_riboside_transporter_PnuC_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.574957	Non-Adhesin	NON-ANTIGEN
WP_017805197	224352	Tdk	Thymidine_kinase_[Nucleotide_transport_and_metabolism].	49.741	9.41e-105	296	COG1435	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10580117	47.594	3.13e-58	180	Essential	22251.37	6.5969	0.693	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	thymidine_kinase_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.534832	Non-Adhesin	NON-ANTIGEN
WP_017805200	223898	RpsU	Ribosomal_protein_S21_[Translation,_ribosomal_structure_and_biogenesis].	58.209	9.03e-16	62	COG0828	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10670078	80.282	7.29e-36	114	Essential	8503.86	11.6849	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S21_[Avibacterium]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.362324	Non-Adhesin	NON-ANTIGEN
WP_017805221	225602	MetJ	Transcriptional_regulator_of_met_regulon_[Transcription,_Amino_acid_transport_and_metabolism].	85.714	9.13e-77	218	COG3060	KE	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10600290	85.714	1.58e-64	189	Essential	12303.02	6.0936	0.656	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	met_regulon_transcriptional_regulator_MetJ_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.279455	Non-Adhesin	NON-ANTIGEN
WP_017805226	223168	RplB	Ribosomal_protein_L2_[Translation,_ribosomal_structure_and_biogenesis].	66.182	7.49e-164	452	COG0090	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060125	50	3.96e-81	245	Essential	30003.7	11.4821	0.521	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_419327.3	39.151	1.61e-35	129	Gallus gallus	Host Homologue	50S_ribosomal_protein_L2_[Avibacterium_paragallinarum]	GCF_025884555.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.279575	Non-Adhesin	ANTIGEN
