ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_011608297	223305	RpmB	Ribosomal_protein_L28_[Translation,_ribosomal_structure_and_biogenesis].	64.935	1.97e-33	107	COG0227	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550579	67.105	1.11e-33	109	Essential	8998.57	12.2333	0.946	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L28_[Pasteurellaceae]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.151484	Non-Adhesin	NON-ANTIGEN
WP_011609791	223127	RpsG	Ribosomal_protein_S7_[Translation,_ribosomal_structure_and_biogenesis].	62.838	3.81e-83	238	COG0049	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10340484	52.866	1.03e-53	166	Essential	17686.49	10.9761	0.502	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015150892.1	33.974	5.78e-27	102	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S7_[Pasteurellaceae]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.249089	Non-Adhesin	NON-ANTIGEN
WP_012072238	223178	RpsK	Ribosomal_protein_S11_[Translation,_ribosomal_structure_and_biogenesis].	70.543	5.03e-75	216	COG0100	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140216	46.61	9.44e-38	124	Essential	13917.13	11.9198	0.606	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015149271.1	41.071	1.46e-20	82.4	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S11_[Pasteurellaceae]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.221992	Non-Adhesin	NON-ANTIGEN
WP_012341511	226816	gp46	Mu-like_prophage_protein_gp46__[Mobilome:_prophages,_transposons].	45.522	1.53e-35	115	COG4381	X	X	9CFC9C	Mobilome:_prophages,_transposons	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	13170.99	6.9885	0.486	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_phage_GP46_family_protein_[Pasteurellaceae]	GCF_000348525.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.23488	Non-Adhesin	NON-ANTIGEN
WP_017805005	223980	LdhA	Lactate_dehydrogenase_or_related_2-hydroxyacid_dehydrogenase_[Energy_production_and_conversion,_Coenzyme_transport_and_metabolism,_General_function_prediction_only].	47.774	1.58e-141	400	COG1052	CHR	C	BCFCFC	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10120281	28.571	2.14e-24	102	Essential	37028.65	6.9516	0.427	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_424417.3	25.826	4.1e-27	109	Gallus gallus	Host Homologue	2-hydroxyacid_dehydrogenase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.27213	Non-Adhesin	NON-ANTIGEN
WP_017805006	225660	YbbN	Negative_regulator_of_GroEL,_contains_thioredoxin-like_and_TPR-like_domains__[Posttranslational_modification,_protein_turnover,_chaperones].	45.192	1.77e-34	117	COG3118	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10220004	49.462	3.78e-29	100	Essential	11674.46	4.3557	0.659	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015131335.1	34.286	6.31e-08	50.1	Gallus gallus	Host Homologue	thioredoxin_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.555211	Non-Adhesin	NON-ANTIGEN
WP_017805007	224551	COG1636	Predicted_ATPase,_Adenine_nucleotide_alpha_hydrolases_(AANH)_superfamily__[General_function_prediction_only].	63.902	7.88e-130	362	COG1636	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	29080.72	7.8217	0.279	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	epoxyqueuosine_reductase_QueH_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.317752	Non-Adhesin	NON-ANTIGEN
WP_017805008	223220	IspA	Geranylgeranyl_pyrophosphate_synthase_[Coenzyme_transport_and_metabolism].	39.692	2.79e-119	343	COG0142	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10510304	31.193	8.86e-25	100	Essential	35555.24	4.4818	0.768	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025002946.1	32.389	1.46e-28	111	Gallus gallus	Host Homologue	octaprenyl_diphosphate_synthase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.617225	Non-Adhesin	NON-ANTIGEN
WP_017805009	223339	RplU	Ribosomal_protein_L21_[Translation,_ribosomal_structure_and_biogenesis].	62.136	2.97e-50	151	COG0261	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10570261	49.515	1.6e-31	106	Essential	11493.27	10.9579	0.527	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L21_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.419774	Non-Adhesin	NON-ANTIGEN
WP_017805010	223289	RpmA	Ribosomal_protein_L27_[Translation,_ribosomal_structure_and_biogenesis].	77.381	5.72e-47	141	COG0211	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400304	70.513	1.29e-30	102	Essential	9093.41	11.2976	0.619	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001232140.1	49.275	1.61e-14	64.7	Gallus gallus	Host Homologue	50S_ribosomal_protein_L27_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.448595	Non-Adhesin	ANTIGEN
WP_017805011	-	-	-	-	-	-	-	-	-	-	-	TM	6	0	5	0	10	0	-	-	-	-	Non Essential	33930.8	9.467	0.223	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DMT_family_transporter_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.469671	Non-Adhesin	NON-ANTIGEN
WP_017805012	223610	Obg	GTPase_involved_in_cell_partioning_and_DNA_repair_[Cell_cycle_control,_cell_division,_chromosome_partitioning,_Replication,_recombination_and_repair].	61.05	0	525	COG0536	DL	D	FCFCDC	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	DEG10500184	45.695	2.62e-67	216	Essential	43357.48	4.5123	0.762	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_418645.4	34.247	7.62e-38	141	Gallus gallus	Host Homologue	Obg_family_GTPase_CgtA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.225216	Non-Adhesin	NON-ANTIGEN
WP_017805013	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	24759.03	5.267	0.183	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hemagglutinin_repeat-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Extracellular	Exposed	OTHER	0.854148	Adhesin	ANTIGEN
WP_017805014	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	22900.54	6.0236	0.395	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.402818	Non-Adhesin	NON-ANTIGEN
WP_017805015	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	33127.41	9.5914	0.035	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	NucA/NucB_deoxyribonuclease_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.520407	Non-Adhesin	ANTIGEN
WP_017805016	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	14565.6	7.7236	0.196	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Unknown	Unknown	LIPO	0.72266	Adhesin	NON-ANTIGEN
WP_017805017	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	15634.7	5.1582	0.154	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.714109	Adhesin	ANTIGEN
WP_017805018	-	-	-	-	-	-	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	23620.94	9.8205	0.168	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	VENN_motif_pre-toxin_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.699365	Non-Adhesin	ANTIGEN
WP_017805020	-	-	-	-	-	-	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	28955.11	10.1749	0.109	> 8	< 50 kDa	VFG049835(gb|YP_001349986.1)	38.365	1.18e-26	106	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	filamentous_hemagglutinin_N-terminal_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	OuterMembrane	Exposed	OTHER	0.538325	Non-Adhesin	ANTIGEN
WP_017805023	224759	MarR	DNA-binding_transcriptional_regulator,_MarR_family_[Transcription].	30.172	9.55e-14	61.5	COG1846	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10580307	29.565	6.26e-10	54.3	Essential	19367.5	9.4461	0.343	> 8	< 50 kDa	VFG001713(gb|NP_755457)	31.818	9.84e-23	86.7	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transcriptional_repressor_MprA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.305433	Non-Adhesin	NON-ANTIGEN
WP_017805025	225371	AraJ	Predicted_arabinose_efflux_permease,_MFS_family_[Carbohydrate_transport_and_metabolism].	28.324	1.01e-18	83	COG2814	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	TM	6	0	5	0	10	0	DEG10110091	28.374	2.52e-25	105	Essential	35297.82	5.1951	0.279	< 8	< 50 kDa	VFG036956(gb|NP_273368)	60.436	5.06e-143	410	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DHA2_family_efflux_MFS_transporter_permease_subunit,_partial_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.490524	Non-Adhesin	NON-ANTIGEN
WP_017805027	223640	SpoU	tRNA_G18_(ribose-2'-O)-methylase_SpoU_[Translation,_ribosomal_structure_and_biogenesis].	46.888	1.05e-99	288	COG0566	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10270623	39.545	2.11e-37	133	Essential	26772.91	6.8418	0.445	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015151639.1	30.712	5.7e-21	91.3	Gallus gallus	Host Homologue	23S_rRNA_(guanosine(2251)-2'-O)-methyltransferase_RlmB_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.354884	Non-Adhesin	NON-ANTIGEN
WP_017805029	223631	VacB	Exoribonuclease_R_[Transcription].	48.671	0	870	COG0557	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10110224	64.456	0	1029	Essential	88202.98	8.8656	0.359	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_025009193.1	30.841	2.5e-31	132	Gallus gallus	Host Homologue	ribonuclease_R_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.235206	Non-Adhesin	NON-ANTIGEN
WP_017805033	224081	Era	GTPase_Era,_involved_in_16S_rRNA_processing_[Translation,_ribosomal_structure_and_biogenesis].	54.882	1.32e-172	477	COG1159	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10310082	33.677	2.91e-42	147	Essential	35083.31	7.9753	0.437	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025000163.1	26.036	8.81e-07	51.6	Gallus gallus	Host Homologue	GTPase_Era_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.246567	Non-Adhesin	NON-ANTIGEN
WP_017805035	223753	LepB	Signal_peptidase_I_[Intracellular_trafficking,_secretion,_and_vesicular_transport].	33.987	4.32e-22	88.5	COG0681	U	U	ACFCAC	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	2	0	2	0	3	0	DEG10410285	33.725	3.44e-36	130	Essential	39450.24	7.0317	0.287	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	signal_peptidase_I_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.480035	Non-Adhesin	NON-ANTIGEN
WP_017805036	223557	LepA	Translation_elongation_factor_EF-4,_membrane-bound_GTPase_[Translation,_ribosomal_structure_and_biogenesis].	71.906	0	1188	COG0481	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200381	36.478	2.77e-22	100	Essential	66261.12	5.1645	0.538	< 8	50-100 kDa	VFG046465(gb|YP_169203.1)	26.937	8.1e-14	70.5	Probable Virulence Factor	XP_001233639.1	36.842	9.99e-22	100	Gallus gallus	Host Homologue	translation_elongation_factor_4_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.245211	Non-Adhesin	NON-ANTIGEN
WP_017805037	225977	GrcA	Autonomous_glycyl_radical_cofactor_GrcA_[Coenzyme_transport_and_metabolism].	87.402	3.53e-93	261	COG3445	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050082	83.607	9.18e-29	108	Essential	14316.21	4.765	0.699	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	autonomous_glycyl_radical_cofactor_GrcA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.306709	Non-Adhesin	NON-ANTIGEN
WP_017805038	223764	Ung	Uracil_DNA_glycosylase_[Replication,_recombination_and_repair].	65.909	1.51e-147	406	COG0692	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10060078	32.456	2.14e-28	106	Essential	25140.71	8.499	0.229	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_989520.1	51.613	8.45e-75	229	Gallus gallus	Host Homologue	uracil-DNA_glycosylase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.616805	Non-Adhesin	NON-ANTIGEN
WP_017805039	225566	YaaA	Cytoplasmic_iron_level_regulating_protein_YaaA,_DUF328/UPF0246_family_[Inorganic_ion_transport_and_metabolism].	63.035	1.21e-130	367	COG3022	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10340428	32.308	3.87e-43	146	Essential	29435.72	6.3493	0.56	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	peroxide_stress_protein_YaaA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.360721	Non-Adhesin	NON-ANTIGEN
WP_017805041	223131	FieF	Divalent_metal_cation_(Fe/Co/Zn/Cd)_transporter_[Inorganic_ion_transport_and_metabolism].	40.667	1.84e-99	291	COG0053	P	P	CCCCFC	Inorganic_ion_transport_and_metabolism	TM	4	0	3	0	6	0	DEG10070189	26.712	4.22e-24	100	Essential	34477.24	6.2166	0.69	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cation_diffusion_facilitator_family_transporter_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.431078	Non-Adhesin	NON-ANTIGEN
WP_017805042	223283	PfkA	6-phosphofructokinase_[Carbohydrate_transport_and_metabolism].	57.941	1.18e-162	454	COG0205	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680176	37.459	3.93e-69	218	Essential	35110.2	6.8134	0.464	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001026682.1	35.294	3.49e-23	100	Gallus gallus	Host Homologue	6-phosphofructokinase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.298559	Non-Adhesin	NON-ANTIGEN
WP_017805043	223183	Ndk	Nucleoside_diphosphate_kinase_[Nucleotide_transport_and_metabolism].	66.418	9.18e-86	244	COG0105	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10340412	41.176	1.57e-30	106	Essential	15771.03	5.721	0.532	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_424474.1	42.029	1.43e-27	101	Gallus gallus	Host Homologue	nucleoside-diphosphate_kinase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.374451	Non-Adhesin	NON-ANTIGEN
WP_017805044	223338	PepB	Leucyl_aminopeptidase_[Amino_acid_transport_and_metabolism].	38.074	1.57e-169	482	COG0260	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060322	29.769	1.14e-30	122	Essential	46978.97	4.6094	0.5	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_417486.2	33.333	1.54e-35	138	Gallus gallus	Host Homologue	aminopeptidase_PepB_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.645393	Non-Adhesin	NON-ANTIGEN
