ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	VF_ID	VFCID	VFcategory	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Type_of_Protein2
WP_005539567	COG0636	C	C	METABOLISM	Energy_production_and_conversion	TM	1	0	2	0	2	0	DEG10290400	62.025	5.71e-30	100	Essential	8655.43	4.5869	0.46	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_F0F1_ATP_synthase_subunit_C_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.616388	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_005539760	COG0230	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200108	77.273	3.57e-11	50.4	Essential	5098.04	13.4595	0.28	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L34_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	Secreted
WP_005542835	COG0267	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200334	62.963	6.98e-17	65.9	Essential	6548.78	10.9065	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L33_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.275463	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_005544470	COG0333	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060297	54.167	2.41e-11	52	Essential	6392.21	11.555	0.92	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L32_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.121278	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_005546410	COG0292	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400318	59.292	6.62e-31	105	Essential	13354.8	12.007	0.889	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001264971.1	41.237	1.77e-19	79.3	Gallus gallus	Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L20_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.386456	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_005548767	COG0257	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10010059	59.459	2.87e-11	50.4	Essential	4279.22	11.4122	0.674	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L36_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN	Non Host Homologue	Secreted
WP_005596065	COG0291	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10560487	78.462	6.74e-31	101	Essential	7438.04	12.4479	0.338	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L35_[Bacteria]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.534625	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_005627617	COG0361	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200327	65.714	2.2e-30	101	Essential	8284.7	9.0498	0.268	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_translation_initiation_factor_IF-1_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.333031	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_011608297	COG0227	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550579	67.105	1.11e-33	109	Essential	8998.57	12.2333	0.946	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L28_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.234634	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_011609791	COG0049	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10340484	52.866	1.03e-53	166	Essential	17686.49	10.9761	0.502	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_046758009.1	33.974	8.05e-27	102	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S7_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.262097	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_012072238	COG0100	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140216	46.61	9.44e-38	124	Essential	13917.13	11.9198	0.606	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_015149271.1	41.071	2.03e-20	82.4	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S11_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.37773	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_012341490	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	9207.54	10.3102	0.192	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.295784	Non-Adhesin	ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_012341500	COG4387	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	15927.96	4.1642	0.752	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_DUF1320_domain-containing_protein_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.304882	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805006	COG3118	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10220004	49.462	3.78e-29	100	Essential	11674.46	4.3557	0.659	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001006370.2	28.431	6.5e-08	50.4	Gallus gallus	Host Homologue	thioredoxin_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.555211	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017805010	COG0211	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400304	70.513	1.29e-30	102	Essential	9093.41	11.2976	0.619	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_001232140.1	49.275	2.24e-14	64.7	Gallus gallus	Host Homologue	50S_ribosomal_protein_L27_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.448595	Non-Adhesin	ANTIGEN	Host Homologue	Secreted
WP_017805037	COG3445	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050082	83.607	9.18e-29	108	Essential	14316.21	4.765	0.699	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	autonomous_glycyl_radical_cofactor_GrcA_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.306709	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805042	COG0205	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680176	37.459	3.93e-69	218	Essential	35110.2	6.8134	0.464	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_989554.3	30.662	4.58e-28	116	Gallus gallus	Host Homologue	6-phosphofructokinase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.298559	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017805069	COG0221	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10140175	40	3.04e-27	100	Essential	19581.37	4.68	0.736	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	inorganic_diphosphatase_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.302091	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805075	COG3943	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	37206.48	6.6598	0.452	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	virulence_protein_RhuM/Fic/DOC_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.539207	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805089	COG0593	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10550380	30.594	3.25e-27	104	Essential	29892.45	4.973	0.681	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DnaA_inactivator_Hda_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.443188	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805098	COG3114	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	7488.71	9.5067	0.133	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	heme_exporter_protein_CcmD_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.463769	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_017805108	COG1180	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10050081	85.772	6.98e-153	424	Essential	28416.47	6.2763	0.648	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	pyruvate_formate_lyase_1-activating_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.393194	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805119	COG3087	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	1	0	1	0	1	0	DEG10190270	31.429	3.41e-11	60.8	Essential	24471.43	10.3873	0.284	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	SPOR_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.547814	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_017805123	-	-	-	-	-	TM	2	0	1	0	2	0	DEG10080004	42.353	9.83e-39	129	Essential	20873.98	8.9687	0.406	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DUF1523_family_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.568294	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_017805135	COG0330	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10300085	47.552	3.12e-78	239	Essential	33182.09	10.1997	0.212	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_422265.3	25.221	1.51e-06	50.8	Gallus gallus	Host Homologue	protease_modulator_HflC_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.417522	Non-Adhesin	NON-ANTIGEN	Host Homologue	1 Alpha helix Transmembrane Step
WP_017805150	COG1959	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10430206	51.639	1.39e-42	137	Essential	17096.62	7.8826	0.285	< 8	< 50 kDa	VFG011941(gb|WP_002849697)	27.679	5.01e-10	54.3	Probable Virulence Factor	VFG011941	VFC0204	Motility	-	-	-	-	Gallus gallus	Non Host Homologue	Fe-S_cluster_assembly_transcriptional_regulator_IscR_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.310696	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805153	COG0316	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10180280	46.226	4.3e-34	113	Essential	11566.06	4.5098	0.516	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001258865.1	39.623	2.15e-28	101	Gallus gallus	Host Homologue	iron-sulfur_cluster_assembly_protein_IscA_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.484993	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017805167	COG0228	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10130449	69.014	3.97e-32	106	Essential	9190.7	11.32	0.704	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001264957.1	39.474	9.54e-14	62	Gallus gallus	Host Homologue	30S_ribosomal_protein_S16_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.428641	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_017805170	COG0335	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680320	46.364	7.33e-29	100	Essential	13170.32	11.4554	0.691	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L19_[Pasteurellaceae]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.22577	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805186	COG0738	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	7	0	6	0	12	0	DEG10560995	33.014	1.64e-72	233	Essential	47069.96	8.1554	0.379	> 8	< 50 kDa	VFG000313(gb|WP_001174195)	28.162	3.89e-39	145	Probable Virulence Factor	VFG000313	VFC0258	Immune modulation	-	-	-	-	Gallus gallus	Non Host Homologue	L-fucose:H+_symporter_permease_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.501583	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_017805198	-	-	-	-	-	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	8345.01	8.0125	0.357	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.561975	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_017805200	COG0828	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10670078	80.282	7.29e-36	114	Essential	8503.86	11.6849	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S21_[Avibacterium]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.421904	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_017805218	COG1172	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	6	0	5	0	10	0	DEG10560789	36.934	1.13e-36	134	Essential	35885.46	9.668	0.141	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	sugar_ABC_transporter_permease_[Avibacterium_paragallinarum]	GCF_036400955.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.499971	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
