ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	VF_ID	VFCID	VFcategory	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_005627617	COG0361	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200327	65.714	2.2e-30	101	Essential	8284.7	9.0498	0.268	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_translation_initiation_factor_IF-1_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.166015	Non-Adhesin	NON-ANTIGEN
WP_005822158	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7770.06	9.0042	0.346	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_hypothetical_protein_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.357403	Non-Adhesin	ANTIGEN
WP_006248867	COG2814	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	7	0	6	0	12	0	DEG10450344	39.459	8.78e-82	255	Essential	43644.14	9.5748	0.226	> 8	< 50 kDa	VFG045330(gb|YP_095353)	29.299	8.07e-11	60.1	Probable Virulence Factor	VFG045330	VFC0272	Nutritional/Metabolic factor	XP_416919.6	30.128	2.3e-13	72.4	Gallus gallus	Host Homologue	MULTISPECIES:_tetracycline_efflux_MFS_transporter_Tet(H)_[Bacteria]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.347795	Non-Adhesin	NON-ANTIGEN
WP_011608297	COG0227	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10550579	67.105	1.11e-33	109	Essential	8998.57	12.2333	0.946	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L28_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.317825	Non-Adhesin	NON-ANTIGEN
WP_011609791	COG0049	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10340484	52.866	1.03e-53	166	Essential	17686.49	10.9761	0.502	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_015150892.1	33.974	5.78e-27	102	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S7_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.467733	Non-Adhesin	NON-ANTIGEN
WP_012072238	COG0100	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140216	46.61	9.44e-38	124	Essential	13917.13	11.9198	0.606	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_015149271.1	41.071	1.46e-20	82.4	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S11_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.63237	Non-Adhesin	NON-ANTIGEN
WP_013745731	COG0048	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680124	66.423	9.56e-50	154	Essential	13765.16	11.2804	0.913	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_001233807.2	52.252	4.23e-29	105	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S12_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.250601	Non-Adhesin	ANTIGEN
WP_013745915	COG2209	C	C	METABOLISM	Energy_production_and_conversion	TM	3	0	4	0	6	0	DEG10670151	40.816	8.25e-48	154	Essential	21249.57	6.4501	0.41	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_NADH:ubiquinone_reductase_(Na(+)-transporting)_subunit_E_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.359899	Non-Adhesin	NON-ANTIGEN
WP_017805006	COG3118	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10220004	49.462	3.78e-29	100	Essential	11674.46	4.3557	0.659	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_015131335.1	34.286	6.31e-08	50.1	Gallus gallus	Host Homologue	thioredoxin_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.399948	Non-Adhesin	NON-ANTIGEN
WP_017805010	COG0211	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400304	70.513	1.29e-30	102	Essential	9093.41	11.2976	0.619	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_001232140.1	49.275	1.61e-14	64.7	Gallus gallus	Host Homologue	50S_ribosomal_protein_L27_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.561418	Non-Adhesin	ANTIGEN
WP_017805037	COG3445	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050082	83.607	9.18e-29	108	Essential	14316.21	4.765	0.699	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	autonomous_glycyl_radical_cofactor_GrcA_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.277889	Non-Adhesin	NON-ANTIGEN
WP_017805042	COG0205	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680176	37.459	3.93e-69	218	Essential	35110.2	6.8134	0.464	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001026682.1	35.294	3.49e-23	100	Gallus gallus	Host Homologue	6-phosphofructokinase_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.391143	Non-Adhesin	NON-ANTIGEN
WP_017805043	COG0105	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10340412	41.176	1.57e-30	106	Essential	15771.03	5.721	0.532	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_424474.1	42.029	1.43e-27	101	Gallus gallus	Host Homologue	nucleoside-diphosphate_kinase_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.431874	Non-Adhesin	NON-ANTIGEN
WP_017805060	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	14600.96	5.431	0.892	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.29741	Non-Adhesin	NON-ANTIGEN
WP_017805098	COG3114	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	7488.71	9.5067	0.133	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	heme_exporter_protein_CcmD_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.39638	Non-Adhesin	NON-ANTIGEN
WP_017805099	COG2332	CO	C	METABOLISM	Energy_production_and_conversion	TM	1	0	1	0	1	0	DEG10290058	56.129	3.5e-55	171	Essential	19138.08	7.2043	0.368	< 8	< 50 kDa	VFG010878(gb|YP_094895)	51.429	6.58e-35	117	Probable Virulence Factor	VFG010878	VFC0272	Nutritional/Metabolic factor	-	-	-	-	Gallus gallus	Non Host Homologue	cytochrome_c_maturation_protein_CcmE_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.38418	Non-Adhesin	NON-ANTIGEN
WP_017805101	COG0526	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10410056	34.807	6.2e-28	102	Essential	20635.88	7.8485	0.367	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DsbE_family_thiol:disulfide_interchange_protein_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.716468	Adhesin	ANTIGEN
WP_017805150	COG1959	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10430206	51.639	1.39e-42	137	Essential	17096.62	7.8826	0.285	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	Fe-S_cluster_assembly_transcriptional_regulator_IscR_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.380235	Non-Adhesin	NON-ANTIGEN
WP_017805153	COG0316	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10180280	46.226	4.3e-34	113	Essential	11566.06	4.5098	0.516	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001258865.1	39.623	1.54e-28	101	Gallus gallus	Host Homologue	iron-sulfur_cluster_assembly_protein_IscA_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.495421	Non-Adhesin	NON-ANTIGEN
WP_017805156	COG0633	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10430200	67.901	5.18e-38	122	Essential	12317.78	3.9959	0.934	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001185597.1	35.165	2.89e-10	55.5	Gallus gallus	Host Homologue	MULTISPECIES:_ISC_system_2Fe-2S_type_ferredoxin_[Avibacterium]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.227088	Non-Adhesin	ANTIGEN
WP_017805167	COG0228	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10130449	69.014	3.97e-32	106	Essential	9190.7	11.32	0.704	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001264957.1	39.474	6.85e-14	62	Gallus gallus	Host Homologue	30S_ribosomal_protein_S16_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.412205	Non-Adhesin	NON-ANTIGEN
WP_017805170	COG0335	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680320	46.364	7.33e-29	100	Essential	13170.32	11.4554	0.691	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L19_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.225851	Non-Adhesin	NON-ANTIGEN
WP_017805179	COG0149	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060350	34.4	1.41e-39	137	Essential	26420.2	5.1202	0.517	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_990782.1	48.193	9.72e-61	192	Gallus gallus	Host Homologue	MULTISPECIES:_triose-phosphate_isomerase_[Avibacterium]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.497969	Non-Adhesin	NON-ANTIGEN
WP_017805180	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10050224	65.278	4.27e-66	197	Essential	17205.82	9.3726	0.489	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	GNAT_family_N-acetyltransferase_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.476719	Non-Adhesin	NON-ANTIGEN
WP_017805197	COG1435	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10580117	47.594	3.13e-58	180	Essential	22251.37	6.5969	0.693	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	thymidine_kinase_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.587005	Non-Adhesin	NON-ANTIGEN
WP_017805200	COG0828	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10670078	80.282	7.29e-36	114	Essential	8503.86	11.6849	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S21_[Avibacterium]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.433416	Non-Adhesin	NON-ANTIGEN
WP_017805204	COG3691	S	S	POORLY_CHARACTERIZED	Function_unknown	GLOB	1	0	0	0	0	0	DEG10050137	51.724	8.97e-28	96.3	Essential	10280.46	3.969	0.936	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	YfcZ/YiiS_family_protein_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.722368	Adhesin	NON-ANTIGEN
WP_017805221	COG3060	KE	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10600290	85.714	1.58e-64	189	Essential	12303.02	6.0936	0.656	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	met_regulon_transcriptional_regulator_MetJ_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.726211	Adhesin	NON-ANTIGEN
WP_017805226	COG0090	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060125	50	3.96e-81	245	Essential	30003.7	11.4821	0.521	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_419327.3	39.151	1.61e-35	129	Gallus gallus	Host Homologue	50S_ribosomal_protein_L2_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.406369	Non-Adhesin	ANTIGEN
WP_017805227	COG0091	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680077	51.376	1.56e-29	103	Essential	12238.26	10.8571	0.757	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L22_[Avibacterium]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.411232	Non-Adhesin	NON-ANTIGEN
WP_017805229	COG0197	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060129	44.882	2.79e-33	113	Essential	15187.02	11.81	0.902	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_426396.5	31.034	1e-08	53.1	Gallus gallus	Host Homologue	50S_ribosomal_protein_L16_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.399181	Non-Adhesin	NON-ANTIGEN
WP_017805230	COG0255	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050273	90.476	2.66e-35	112	Essential	7162.3	10.4867	0.681	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L29_[Pasteurellaceae]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.367377	Non-Adhesin	NON-ANTIGEN
WP_017805231	COG0186	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10520133	59.259	4.15e-31	103	Essential	9688.34	10.5859	0.71	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S17_[Avibacterium]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.285007	Non-Adhesin	NON-ANTIGEN
WP_017805238	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	7917.3	10.4277	0.674	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.453403	Non-Adhesin	ANTIGEN
WP_017805239	COG3177	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	49994.63	9.6372	0.218	> 8	< 50 kDa	VFG039696(gb|NP_821048)	26.582	1.4e-18	84	Probable Virulence Factor	VFG039696	VFC0086	Effector delivery system	XP_004945669.1	29.091	9.13e-08	55.5	Gallus gallus	Host Homologue	Fic_family_protein_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.386078	Non-Adhesin	NON-ANTIGEN
WP_017805276	COG1539	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10290121	45.614	5.83e-30	103	Essential	13850.03	5.2269	0.824	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	dihydroneopterin_aldolase_[Avibacterium_paragallinarum]	GCF_025884415.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.574315	Non-Adhesin	NON-ANTIGEN
