ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_017805017	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	15634.7	5.1582	0.154	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.714109	Adhesin	ANTIGEN
WP_017805018	COG3206	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	23620.94	9.8205	0.168	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	VENN_motif_pre-toxin_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.699365	Non-Adhesin	ANTIGEN
WP_017805020	-	-	-	-	-	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	28955.11	10.1749	0.109	> 8	< 50 kDa	VFG049835(gb|YP_001349986.1)	38.365	1.18e-26	106	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	filamentous_hemagglutinin_N-terminal_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	OuterMembrane	Exposed	OTHER	0.538325	Non-Adhesin	ANTIGEN
WP_017805023	COG1846	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10580307	29.565	6.26e-10	54.3	Essential	19367.5	9.4461	0.343	> 8	< 50 kDa	VFG001713(gb|NP_755457)	31.818	9.84e-23	86.7	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	transcriptional_repressor_MprA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.305433	Non-Adhesin	NON-ANTIGEN
WP_017805025	COG2814	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	6	0	5	0	10	0	DEG10110091	28.374	2.52e-25	105	Essential	35297.82	5.1951	0.279	< 8	< 50 kDa	VFG036956(gb|NP_273368)	60.436	5.06e-143	410	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DHA2_family_efflux_MFS_transporter_permease_subunit,_partial_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.490524	Non-Adhesin	NON-ANTIGEN
WP_017805027	COG0566	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10270623	39.545	2.11e-37	133	Essential	26772.91	6.8418	0.445	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015151639.1	30.712	5.7e-21	91.3	Gallus gallus	Host Homologue	23S_rRNA_(guanosine(2251)-2'-O)-methyltransferase_RlmB_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.354884	Non-Adhesin	NON-ANTIGEN
WP_017805029	COG0557	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10110224	64.456	0	1029	Essential	88202.98	8.8656	0.359	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_025009193.1	30.841	2.5e-31	132	Gallus gallus	Host Homologue	ribonuclease_R_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.235206	Non-Adhesin	NON-ANTIGEN
WP_017805033	COG1159	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10310082	33.677	2.91e-42	147	Essential	35083.31	7.9753	0.437	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_025000163.1	26.036	8.81e-07	51.6	Gallus gallus	Host Homologue	GTPase_Era_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.246567	Non-Adhesin	NON-ANTIGEN
WP_017805035	COG0681	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	2	0	2	0	3	0	DEG10410285	33.725	3.44e-36	130	Essential	39450.24	7.0317	0.287	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	signal_peptidase_I_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.480035	Non-Adhesin	NON-ANTIGEN
WP_017805036	COG0481	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10200381	36.478	2.77e-22	100	Essential	66261.12	5.1645	0.538	< 8	50-100 kDa	VFG046465(gb|YP_169203.1)	26.937	8.1e-14	70.5	Probable Virulence Factor	XP_001233639.1	36.842	9.99e-22	100	Gallus gallus	Host Homologue	translation_elongation_factor_4_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.245211	Non-Adhesin	NON-ANTIGEN
WP_017805037	COG3445	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050082	83.607	9.18e-29	108	Essential	14316.21	4.765	0.699	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	autonomous_glycyl_radical_cofactor_GrcA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.306709	Non-Adhesin	NON-ANTIGEN
WP_017805038	COG0692	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10060078	32.456	2.14e-28	106	Essential	25140.71	8.499	0.229	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_989520.1	51.613	8.45e-75	229	Gallus gallus	Host Homologue	uracil-DNA_glycosylase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.616805	Non-Adhesin	NON-ANTIGEN
WP_017805039	COG3022	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10340428	32.308	3.87e-43	146	Essential	29435.72	6.3493	0.56	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	peroxide_stress_protein_YaaA_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.360721	Non-Adhesin	NON-ANTIGEN
WP_017805041	COG0053	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	4	0	3	0	6	0	DEG10070189	26.712	4.22e-24	100	Essential	34477.24	6.2166	0.69	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cation_diffusion_facilitator_family_transporter_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.431078	Non-Adhesin	NON-ANTIGEN
WP_017805042	COG0205	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680176	37.459	3.93e-69	218	Essential	35110.2	6.8134	0.464	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001026682.1	35.294	3.49e-23	100	Gallus gallus	Host Homologue	6-phosphofructokinase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.298559	Non-Adhesin	NON-ANTIGEN
WP_017805043	COG0105	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10340412	41.176	1.57e-30	106	Essential	15771.03	5.721	0.532	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_424474.1	42.029	1.43e-27	101	Gallus gallus	Host Homologue	nucleoside-diphosphate_kinase_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.374451	Non-Adhesin	NON-ANTIGEN
WP_017805044	COG0260	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060322	29.769	1.14e-30	122	Essential	46978.97	4.6094	0.5	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_417486.2	33.333	1.54e-35	138	Gallus gallus	Host Homologue	aminopeptidase_PepB_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.645393	Non-Adhesin	NON-ANTIGEN
WP_017805046	COG4292	S	S	POORLY_CHARACTERIZED	Function_unknown	TM	7	0	6	0	12	0	-	-	-	-	Non Essential	45612.48	6.8131	0.596	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	low_temperature_requirement_protein_A_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.493984	Non-Adhesin	NON-ANTIGEN
WP_017805047	COG0642	T	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	TM	2	0	1	0	2	0	DEG10450080	28.185	1.31e-22	101	Essential	71283.07	5.6213	0.603	< 8	50-100 kDa	VFG043373(gb|NP_207190)	27.206	4.28e-07	50.1	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ATP-binding_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.338758	Non-Adhesin	NON-ANTIGEN
WP_017805048	COG0385	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	TM	6	0	5	0	10	0	-	-	-	-	Non Essential	35021.28	9.5789	0.211	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001305956.1	27.2	6.71e-20	90.1	Gallus gallus	Host Homologue	bile_acid:sodium_symporter_family_protein_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.375036	Non-Adhesin	NON-ANTIGEN
WP_017805050	COG1087	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	GLOB	1	0	0	0	0	0	DEG10520398	26.911	9.69e-25	101	Essential	36949.12	6.5863	0.239	< 8	< 50 kDa	VFG047149(gb|YP_170396.1)	26.911	1.65e-25	101	Probable Virulence Factor	XP_416988.1	27.714	2.37e-23	100	Gallus gallus	Host Homologue	UDP-glucose_4-epimerase_GalE_[Avibacterium_paragallinarum]	GCF_000348525.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.677376	Non-Adhesin	NON-ANTIGEN
