ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
WP_012072238	COG0100	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140216	46.61	9.44e-38	124	Essential	13917.13	11.9198	0.606	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015149271.1	41.071	1.46e-20	82.4	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S11_[Pasteurellaceae]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.294579	Non-Adhesin	NON-ANTIGEN
WP_013745731	COG0048	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680124	66.423	9.56e-50	154	Essential	13765.16	11.2804	0.913	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233807.2	52.252	4.23e-29	105	Gallus gallus	Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S12_[Pasteurellaceae]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.285975	Non-Adhesin	ANTIGEN
WP_017805005	COG1052	CHR	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10120281	28.571	2.14e-24	102	Essential	37028.65	6.9516	0.427	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_424417.3	25.826	4.1e-27	109	Gallus gallus	Host Homologue	2-hydroxyacid_dehydrogenase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.116391	Non-Adhesin	NON-ANTIGEN
WP_017805006	COG3118	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10220004	49.462	3.78e-29	100	Essential	11674.46	4.3557	0.659	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015131335.1	34.286	6.31e-08	50.1	Gallus gallus	Host Homologue	thioredoxin_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.408395	Non-Adhesin	NON-ANTIGEN
WP_017805010	COG0211	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400304	70.513	1.29e-30	102	Essential	9093.41	11.2976	0.619	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001232140.1	49.275	1.61e-14	64.7	Gallus gallus	Host Homologue	50S_ribosomal_protein_L27_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.448595	Non-Adhesin	ANTIGEN
WP_017805011	COG0697	ER	E	METABOLISM	Amino_acid_transport_and_metabolism	TM	6	0	5	0	10	0	-	-	-	-	Non Essential	33930.8	9.467	0.223	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DMT_family_transporter_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.469671	Non-Adhesin	NON-ANTIGEN
WP_017805012	COG0536	DL	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	DEG10500184	45.695	2.62e-67	216	Essential	43357.48	4.5123	0.762	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_418645.4	34.247	7.62e-38	141	Gallus gallus	Host Homologue	Obg_family_GTPase_CgtA_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.225216	Non-Adhesin	NON-ANTIGEN
WP_017805014	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	22900.54	6.0236	0.395	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.402818	Non-Adhesin	NON-ANTIGEN
WP_017805016	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	14565.6	7.7236	0.196	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	LIPO	0.72266	Adhesin	NON-ANTIGEN
WP_017805035	COG0681	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	2	0	2	0	3	0	DEG10410285	33.725	3.44e-36	130	Essential	39450.24	7.0317	0.287	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	signal_peptidase_I_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.480035	Non-Adhesin	NON-ANTIGEN
WP_017805037	COG3445	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050082	83.607	9.18e-29	108	Essential	14316.21	4.765	0.699	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	autonomous_glycyl_radical_cofactor_GrcA_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.306709	Non-Adhesin	NON-ANTIGEN
WP_017805042	COG0205	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680176	37.459	3.93e-69	218	Essential	35110.2	6.8134	0.464	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001026682.1	35.294	3.49e-23	100	Gallus gallus	Host Homologue	6-phosphofructokinase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.298559	Non-Adhesin	NON-ANTIGEN
WP_017805043	COG0105	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10340412	41.176	1.57e-30	106	Essential	15771.03	5.721	0.532	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_424474.1	42.029	1.43e-27	101	Gallus gallus	Host Homologue	nucleoside-diphosphate_kinase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.374451	Non-Adhesin	NON-ANTIGEN
WP_017805044	COG0260	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10060322	29.769	1.14e-30	122	Essential	46978.97	4.6094	0.5	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_417486.2	33.333	1.54e-35	138	Gallus gallus	Host Homologue	aminopeptidase_PepB_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.645393	Non-Adhesin	NON-ANTIGEN
WP_017805047	COG0642	T	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	TM	2	0	1	0	2	0	DEG10450080	28.185	1.31e-22	101	Essential	71283.07	5.6213	0.603	< 8	50-100 kDa	VFG043373(gb|NP_207190)	27.206	4.28e-07	50.1	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ATP-binding_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.338758	Non-Adhesin	NON-ANTIGEN
WP_017805051	COG2252	F	F	METABOLISM	Nucleotide_transport_and_metabolism	TM	7	0	7	0	13	0	DEG10560168	36.678	5.61e-49	172	Essential	44972.82	5.2364	0.248	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	NCS2_family_permease_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.533012	Non-Adhesin	NON-ANTIGEN
WP_017805052	COG1555	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	SP	0	0	1	0	0	1	DEG10050359	52.679	6.67e-32	108	Essential	12840.71	7.0137	0.31	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015139311.1	36.905	1e-07	50.1	Gallus gallus	Host Homologue	helix-hairpin-helix_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	SP	0.504624	Non-Adhesin	NON-ANTIGEN
WP_017805053	COG0127	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10220090	40.816	3.49e-34	119	Essential	21608.64	5.0029	0.593	< 8	< 50 kDa	VFG013265(gb|NP_438428)	80.203	4.02e-113	318	Probable Virulence Factor	NP_001258859.1	30.256	7.96e-14	68.2	Gallus gallus	Host Homologue	RdgB/HAM1_family_non-canonical_purine_NTP_pyrophosphatase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.461563	Non-Adhesin	NON-ANTIGEN
WP_017805058	COG0110	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10340229	39.13	1.04e-32	115	Essential	22498.88	7.7193	0.133	< 8	< 50 kDa	VFG045340(gb|NP_539653)	50	1.73e-10	54.7	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	sugar_O-acetyltransferase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.41691	Non-Adhesin	NON-ANTIGEN
WP_017805059	COG0637	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400337	30.108	7.71e-22	88.6	Essential	22348.9	4.7617	0.759	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_416851.3	29.508	3.95e-16	75.1	Gallus gallus	Host Homologue	beta-phosphoglucomutase_family_hydrolase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.304513	Non-Adhesin	NON-ANTIGEN
WP_017805060	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	14600.96	5.431	0.892	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.427614	Non-Adhesin	NON-ANTIGEN
WP_017805061	COG0245	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10250690	40	6.85e-32	111	Essential	16515.03	6.2138	0.552	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.747341	Adhesin	ANTIGEN
WP_017805062	COG0585	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10290293	43.881	1.44e-78	244	Essential	38161.66	6.7751	0.447	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015131208.1	29.688	9.57e-09	57.8	Gallus gallus	Host Homologue	tRNA_pseudouridine(13)_synthase_TruD_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.39413	Non-Adhesin	NON-ANTIGEN
WP_017805064	COG1238	PV	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	3	0	3	0	5	0	-	-	-	-	Non Essential	21675.93	10.2247	0.353	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DedA_family_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.351789	Non-Adhesin	NON-ANTIGEN
WP_017805065	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	6520.57	4.2645	0.092	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	LIPO	0.615197	Non-Adhesin	ANTIGEN
WP_017805069	COG0221	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10140175	40	3.04e-27	100	Essential	19581.37	4.68	0.736	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	inorganic_diphosphatase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.302091	Non-Adhesin	NON-ANTIGEN
WP_017805080	COG0118	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10410081	31.925	1.76e-31	113	Essential	21898.97	5.8975	0.381	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	imidazole_glycerol_phosphate_synthase_subunit_HisH_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.717186	Adhesin	NON-ANTIGEN
WP_017805083	COG0107	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10440149	32.447	9.72e-34	120	Essential	28946.01	4.9102	0.695	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	imidazole_glycerol_phosphate_synthase_subunit_HisF_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.345627	Non-Adhesin	NON-ANTIGEN
WP_017805084	-	-	-	-	-	TM	1	0	1	0	1	0	DEG10050592	33.113	3.47e-21	85.9	Essential	23613.03	9.5236	0.238	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF2726_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.484426	Non-Adhesin	NON-ANTIGEN
WP_017805086	COG3161	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19981.73	6.7512	0.449	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	chorismate_lyase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.56114	Non-Adhesin	NON-ANTIGEN
WP_017805089	COG0593	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10550380	30.594	3.25e-27	104	Essential	29892.45	4.973	0.681	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DnaA_inactivator_Hda_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.443188	Non-Adhesin	NON-ANTIGEN
WP_017805094	COG3676	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	25595.69	10.2665	0.478	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	IS1595_family_transposase_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.35815	Non-Adhesin	NON-ANTIGEN
WP_017805098	COG3114	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	7488.71	9.5067	0.133	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	heme_exporter_protein_CcmD_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.463769	Non-Adhesin	NON-ANTIGEN
WP_017805101	COG0526	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	1	0	1	0	1	0	DEG10410056	34.807	6.2e-28	102	Essential	20635.88	7.8485	0.367	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DsbE_family_thiol:disulfide_interchange_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.658503	Non-Adhesin	ANTIGEN
WP_017805102	COG3088	CO	C	METABOLISM	Energy_production_and_conversion	SP+TM	1	0	1	0	1	1	DEG10150215	44.512	2.61e-41	135	Essential	18835.53	7.771	0.397	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	cytochrome_c-type_biogenesis_protein_CcmH_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	SP	0.459109	Non-Adhesin	NON-ANTIGEN
WP_017805108	COG1180	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10050081	85.772	6.98e-153	424	Essential	28416.47	6.2763	0.648	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	pyruvate_formate_lyase_1-activating_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.393194	Non-Adhesin	NON-ANTIGEN
WP_017805119	COG3087	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	1	0	1	0	1	0	DEG10190270	31.429	3.41e-11	60.8	Essential	24471.43	10.3873	0.284	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	SPOR_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.547814	Non-Adhesin	NON-ANTIGEN
WP_017805123	-	-	-	-	-	TM	2	0	1	0	2	0	DEG10080004	42.353	9.83e-39	129	Essential	20873.98	8.9687	0.406	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DUF1523_family_protein_[Avibacterium_paragallinarum]	GCF_004212355.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.568294	Non-Adhesin	NON-ANTIGEN
